product_id,product_name,brand,category,release_year,aliases
macbook-pro-14-m4-pro,MacBook Pro 14 M4 Pro,Apple,Laptop,2025,macbook pro 14 m4 pro
macbook-pro-14-m4-max,MacBook Pro 14 M4 Max,Apple,Laptop,2025,macbook pro 14 m4 max
macbook-pro-16-m4-pro,MacBook Pro 16 M4 Pro,Apple,Laptop,2025,macbook pro 16 m4 pro
macbook-pro-16-m4-max,MacBook Pro 16 M4 Max,Apple,Laptop,2025,macbook pro 16 m4 max
macbook-air-13-m3,MacBook Air 13 M3,Apple,Laptop,2024,macbook air 13 m3
macbook-air-15-m3,MacBook Air 15 M3,Apple,Laptop,2024,macbook air 15 m3
macbook-pro-14-m3,MacBook Pro 14 M3,Apple,Laptop,2024,macbook pro 14 m3
macbook-pro-14-m3-pro,MacBook Pro 14 M3 Pro,Apple,Laptop,2024,macbook pro 14 m3 pro
macbook-pro-16-m3-pro,MacBook Pro 16 M3 Pro,Apple,Laptop,2024,macbook pro 16 m3 pro
dell-xps-13,Dell XPS 13,Dell,Laptop,2025,XPS 13|dell xps 13
dell-xps-13-2024,Dell XPS 13 2024,Dell,Laptop,2024,XPS 13 2024|dell xps 13 2024
dell-xps-14,Dell XPS 14,Dell,Laptop,2025,XPS 14|dell xps 14
dell-xps-14-2024,Dell XPS 14 2024,Dell,Laptop,2024,XPS 14 2024|dell xps 14 2024
dell-xps-16,Dell XPS 16,Dell,Laptop,2025,XPS 16|dell xps 16
dell-xps-16-2024,Dell XPS 16 2024,Dell,Laptop,2024,XPS 16 2024|dell xps 16 2024
dell-inspiron-14,Dell Inspiron 14,Dell,Laptop,2025,Inspiron 14|dell inspiron 14
dell-inspiron-14-2024,Dell Inspiron 14 2024,Dell,Laptop,2024,Inspiron 14 2024|dell inspiron 14 2024
dell-inspiron-16,Dell Inspiron 16,Dell,Laptop,2025,Inspiron 16|dell inspiron 16
dell-inspiron-16-2024,Dell Inspiron 16 2024,Dell,Laptop,2024,Inspiron 16 2024|dell inspiron 16 2024
dell-latitude-5450,Dell Latitude 5450,Dell,Laptop,2025,Latitude 5450|dell latitude 5450
dell-latitude-5450-2024,Dell Latitude 5450 2024,Dell,Laptop,2024,Latitude 5450 2024|dell latitude 5450 2024
dell-latitude-7450,Dell Latitude 7450,Dell,Laptop,2025,Latitude 7450|dell latitude 7450
dell-latitude-7450-2024,Dell Latitude 7450 2024,Dell,Laptop,2024,Latitude 7450 2024|dell latitude 7450 2024
dell-precision-3590,Dell Precision 3590,Dell,Laptop,2025,Precision 3590|dell precision 3590
dell-precision-3590-2024,Dell Precision 3590 2024,Dell,Laptop,2024,Precision 3590 2024|dell precision 3590 2024
dell-alienware-m16-r2,Dell Alienware m16 R2,Dell,Laptop,2025,Alienware m16 R2|dell alienware m16 r2
dell-alienware-m16-r2-2024,Dell Alienware m16 R2 2024,Dell,Laptop,2024,Alienware m16 R2 2024|dell alienware m16 r2 2024
dell-alienware-x16-r2,Dell Alienware x16 R2,Dell,Laptop,2025,Alienware x16 R2|dell alienware x16 r2
dell-alienware-x16-r2-2024,Dell Alienware x16 R2 2024,Dell,Laptop,2024,Alienware x16 R2 2024|dell alienware x16 r2 2024
dell-g15-5530,Dell G15 5530,Dell,Laptop,2025,G15 5530|dell g15 5530
dell-g15-5530-2024,Dell G15 5530 2024,Dell,Laptop,2024,G15 5530 2024|dell g15 5530 2024
hp-spectre-x360-14,HP Spectre x360 14,HP,Laptop,2025,Spectre x360 14|hp spectre x360 14
hp-spectre-x360-14-2024,HP Spectre x360 14 2024,HP,Laptop,2024,Spectre x360 14 2024|hp spectre x360 14 2024
hp-spectre-x360-16,HP Spectre x360 16,HP,Laptop,2025,Spectre x360 16|hp spectre x360 16
hp-spectre-x360-16-2024,HP Spectre x360 16 2024,HP,Laptop,2024,Spectre x360 16 2024|hp spectre x360 16 2024
hp-omnibook-ultra-flip-14,HP OmniBook Ultra Flip 14,HP,Laptop,2025,OmniBook Ultra Flip 14|hp omnibook ultra flip 14
hp-omnibook-ultra-flip-14-2024,HP OmniBook Ultra Flip 14 2024,HP,Laptop,2024,OmniBook Ultra Flip 14 2024|hp omnibook ultra flip 14 2024
hp-omnibook-x-14,HP OmniBook X 14,HP,Laptop,2025,OmniBook X 14|hp omnibook x 14
hp-omnibook-x-14-2024,HP OmniBook X 14 2024,HP,Laptop,2024,OmniBook X 14 2024|hp omnibook x 14 2024
hp-pavilion-plus-14,HP Pavilion Plus 14,HP,Laptop,2025,Pavilion Plus 14|hp pavilion plus 14
hp-pavilion-plus-14-2024,HP Pavilion Plus 14 2024,HP,Laptop,2024,Pavilion Plus 14 2024|hp pavilion plus 14 2024
hp-envy-x360-14,HP Envy x360 14,HP,Laptop,2025,Envy x360 14|hp envy x360 14
hp-envy-x360-14-2024,HP Envy x360 14 2024,HP,Laptop,2024,Envy x360 14 2024|hp envy x360 14 2024
hp-victus-15,HP Victus 15,HP,Laptop,2025,Victus 15|hp victus 15
hp-victus-15-2024,HP Victus 15 2024,HP,Laptop,2024,Victus 15 2024|hp victus 15 2024
hp-victus-16,HP Victus 16,HP,Laptop,2025,Victus 16|hp victus 16
hp-victus-16-2024,HP Victus 16 2024,HP,Laptop,2024,Victus 16 2024|hp victus 16 2024
hp-omen-16,HP OMEN 16,HP,Laptop,2025,OMEN 16|hp omen 16
hp-omen-16-2024,HP OMEN 16 2024,HP,Laptop,2024,OMEN 16 2024|hp omen 16 2024
hp-omen-transcend-14,HP OMEN Transcend 14,HP,Laptop,2025,OMEN Transcend 14|hp omen transcend 14
hp-omen-transcend-14-2024,HP OMEN Transcend 14 2024,HP,Laptop,2024,OMEN Transcend 14 2024|hp omen transcend 14 2024
hp-elitebook-840-g11,HP EliteBook 840 G11,HP,Laptop,2025,EliteBook 840 G11|hp elitebook 840 g11
hp-elitebook-840-g11-2024,HP EliteBook 840 G11 2024,HP,Laptop,2024,EliteBook 840 G11 2024|hp elitebook 840 g11 2024
lenovo-thinkpad-x1-carbon-gen-13,Lenovo ThinkPad X1 Carbon Gen 13,Lenovo,Laptop,2025,ThinkPad X1 Carbon Gen 13|lenovo thinkpad x1 carbon gen 13
lenovo-thinkpad-x1-carbon-gen-13-2024,Lenovo ThinkPad X1 Carbon Gen 13 2024,Lenovo,Laptop,2024,ThinkPad X1 Carbon Gen 13 2024|lenovo thinkpad x1 carbon gen 13 2024
lenovo-thinkpad-x1-yoga-gen-9,Lenovo ThinkPad X1 Yoga Gen 9,Lenovo,Laptop,2025,ThinkPad X1 Yoga Gen 9|lenovo thinkpad x1 yoga gen 9
lenovo-thinkpad-x1-yoga-gen-9-2024,Lenovo ThinkPad X1 Yoga Gen 9 2024,Lenovo,Laptop,2024,ThinkPad X1 Yoga Gen 9 2024|lenovo thinkpad x1 yoga gen 9 2024
lenovo-thinkpad-t14-gen-5,Lenovo ThinkPad T14 Gen 5,Lenovo,Laptop,2025,ThinkPad T14 Gen 5|lenovo thinkpad t14 gen 5
lenovo-thinkpad-t14-gen-5-2024,Lenovo ThinkPad T14 Gen 5 2024,Lenovo,Laptop,2024,ThinkPad T14 Gen 5 2024|lenovo thinkpad t14 gen 5 2024
lenovo-thinkbook-14-gen-7,Lenovo ThinkBook 14 Gen 7,Lenovo,Laptop,2025,ThinkBook 14 Gen 7|lenovo thinkbook 14 gen 7
lenovo-thinkbook-14-gen-7-2024,Lenovo ThinkBook 14 Gen 7 2024,Lenovo,Laptop,2024,ThinkBook 14 Gen 7 2024|lenovo thinkbook 14 gen 7 2024
lenovo-yoga-slim-7i,Lenovo Yoga Slim 7i,Lenovo,Laptop,2025,Yoga Slim 7i|lenovo yoga slim 7i
lenovo-yoga-slim-7i-2024,Lenovo Yoga Slim 7i 2024,Lenovo,Laptop,2024,Yoga Slim 7i 2024|lenovo yoga slim 7i 2024
lenovo-yoga-pro-9i,Lenovo Yoga Pro 9i,Lenovo,Laptop,2025,Yoga Pro 9i|lenovo yoga pro 9i
lenovo-yoga-pro-9i-2024,Lenovo Yoga Pro 9i 2024,Lenovo,Laptop,2024,Yoga Pro 9i 2024|lenovo yoga pro 9i 2024
lenovo-ideapad-slim-5,Lenovo IdeaPad Slim 5,Lenovo,Laptop,2025,IdeaPad Slim 5|lenovo ideapad slim 5
lenovo-ideapad-slim-5-2024,Lenovo IdeaPad Slim 5 2024,Lenovo,Laptop,2024,IdeaPad Slim 5 2024|lenovo ideapad slim 5 2024
lenovo-ideapad-pro-5,Lenovo IdeaPad Pro 5,Lenovo,Laptop,2025,IdeaPad Pro 5|lenovo ideapad pro 5
lenovo-ideapad-pro-5-2024,Lenovo IdeaPad Pro 5 2024,Lenovo,Laptop,2024,IdeaPad Pro 5 2024|lenovo ideapad pro 5 2024
lenovo-legion-5i,Lenovo Legion 5i,Lenovo,Laptop,2025,Legion 5i|lenovo legion 5i
lenovo-legion-5i-2024,Lenovo Legion 5i 2024,Lenovo,Laptop,2024,Legion 5i 2024|lenovo legion 5i 2024
lenovo-legion-7i,Lenovo Legion 7i,Lenovo,Laptop,2025,Legion 7i|lenovo legion 7i
lenovo-legion-7i-2024,Lenovo Legion 7i 2024,Lenovo,Laptop,2024,Legion 7i 2024|lenovo legion 7i 2024
lenovo-legion-pro-5i,Lenovo Legion Pro 5i,Lenovo,Laptop,2025,Legion Pro 5i|lenovo legion pro 5i
lenovo-legion-pro-5i-2024,Lenovo Legion Pro 5i 2024,Lenovo,Laptop,2024,Legion Pro 5i 2024|lenovo legion pro 5i 2024
lenovo-loq-15,Lenovo LOQ 15,Lenovo,Laptop,2025,LOQ 15|lenovo loq 15
lenovo-loq-15-2024,Lenovo LOQ 15 2024,Lenovo,Laptop,2024,LOQ 15 2024|lenovo loq 15 2024
asus-zenbook-14-oled,ASUS Zenbook 14 OLED,ASUS,Laptop,2025,Zenbook 14 OLED|asus zenbook 14 oled
asus-zenbook-14-oled-2024,ASUS Zenbook 14 OLED 2024,ASUS,Laptop,2024,Zenbook 14 OLED 2024|asus zenbook 14 oled 2024
asus-zenbook-s-14-oled,ASUS Zenbook S 14 OLED,ASUS,Laptop,2025,Zenbook S 14 OLED|asus zenbook s 14 oled
asus-zenbook-s-14-oled-2024,ASUS Zenbook S 14 OLED 2024,ASUS,Laptop,2024,Zenbook S 14 OLED 2024|asus zenbook s 14 oled 2024
asus-vivobook-s-14-oled,ASUS Vivobook S 14 OLED,ASUS,Laptop,2025,Vivobook S 14 OLED|asus vivobook s 14 oled
asus-vivobook-s-14-oled-2024,ASUS Vivobook S 14 OLED 2024,ASUS,Laptop,2024,Vivobook S 14 OLED 2024|asus vivobook s 14 oled 2024
asus-vivobook-15,ASUS Vivobook 15,ASUS,Laptop,2025,Vivobook 15|asus vivobook 15
asus-vivobook-15-2024,ASUS Vivobook 15 2024,ASUS,Laptop,2024,Vivobook 15 2024|asus vivobook 15 2024
asus-rog-zephyrus-g14,ASUS ROG Zephyrus G14,ASUS,Laptop,2025,ROG Zephyrus G14|asus rog zephyrus g14
asus-rog-zephyrus-g14-2024,ASUS ROG Zephyrus G14 2024,ASUS,Laptop,2024,ROG Zephyrus G14 2024|asus rog zephyrus g14 2024
asus-rog-zephyrus-g16,ASUS ROG Zephyrus G16,ASUS,Laptop,2025,ROG Zephyrus G16|asus rog zephyrus g16
asus-rog-zephyrus-g16-2024,ASUS ROG Zephyrus G16 2024,ASUS,Laptop,2024,ROG Zephyrus G16 2024|asus rog zephyrus g16 2024
asus-rog-strix-g16,ASUS ROG Strix G16,ASUS,Laptop,2025,ROG Strix G16|asus rog strix g16
asus-rog-strix-g16-2024,ASUS ROG Strix G16 2024,ASUS,Laptop,2024,ROG Strix G16 2024|asus rog strix g16 2024
asus-rog-strix-scar-18,ASUS ROG Strix Scar 18,ASUS,Laptop,2025,ROG Strix Scar 18|asus rog strix scar 18
asus-rog-strix-scar-18-2024,ASUS ROG Strix Scar 18 2024,ASUS,Laptop,2024,ROG Strix Scar 18 2024|asus rog strix scar 18 2024
asus-tuf-gaming-a15,ASUS TUF Gaming A15,ASUS,Laptop,2025,TUF Gaming A15|asus tuf gaming a15
asus-tuf-gaming-a15-2024,ASUS TUF Gaming A15 2024,ASUS,Laptop,2024,TUF Gaming A15 2024|asus tuf gaming a15 2024
asus-tuf-gaming-f16,ASUS TUF Gaming F16,ASUS,Laptop,2025,TUF Gaming F16|asus tuf gaming f16
asus-tuf-gaming-f16-2024,ASUS TUF Gaming F16 2024,ASUS,Laptop,2024,TUF Gaming F16 2024|asus tuf gaming f16 2024
asus-proart-p16,ASUS ProArt P16,ASUS,Laptop,2025,ProArt P16|asus proart p16
asus-proart-p16-2024,ASUS ProArt P16 2024,ASUS,Laptop,2024,ProArt P16 2024|asus proart p16 2024
acer-swift-go-14,Acer Swift Go 14,Acer,Laptop,2025,Swift Go 14|acer swift go 14
acer-swift-go-14-2024,Acer Swift Go 14 2024,Acer,Laptop,2024,Swift Go 14 2024|acer swift go 14 2024
acer-swift-x-14,Acer Swift X 14,Acer,Laptop,2025,Swift X 14|acer swift x 14
acer-swift-x-14-2024,Acer Swift X 14 2024,Acer,Laptop,2024,Swift X 14 2024|acer swift x 14 2024
acer-aspire-5,Acer Aspire 5,Acer,Laptop,2025,Aspire 5|acer aspire 5
acer-aspire-5-2024,Acer Aspire 5 2024,Acer,Laptop,2024,Aspire 5 2024|acer aspire 5 2024
acer-aspire-7,Acer Aspire 7,Acer,Laptop,2025,Aspire 7|acer aspire 7
acer-aspire-7-2024,Acer Aspire 7 2024,Acer,Laptop,2024,Aspire 7 2024|acer aspire 7 2024
acer-predator-helios-neo-16,Acer Predator Helios Neo 16,Acer,Laptop,2025,Predator Helios Neo 16|acer predator helios neo 16
acer-predator-helios-neo-16-2024,Acer Predator Helios Neo 16 2024,Acer,Laptop,2024,Predator Helios Neo 16 2024|acer predator helios neo 16 2024
acer-predator-helios-18,Acer Predator Helios 18,Acer,Laptop,2025,Predator Helios 18|acer predator helios 18
acer-predator-helios-18-2024,Acer Predator Helios 18 2024,Acer,Laptop,2024,Predator Helios 18 2024|acer predator helios 18 2024
acer-nitro-v-15,Acer Nitro V 15,Acer,Laptop,2025,Nitro V 15|acer nitro v 15
acer-nitro-v-15-2024,Acer Nitro V 15 2024,Acer,Laptop,2024,Nitro V 15 2024|acer nitro v 15 2024
acer-nitro-16,Acer Nitro 16,Acer,Laptop,2025,Nitro 16|acer nitro 16
acer-nitro-16-2024,Acer Nitro 16 2024,Acer,Laptop,2024,Nitro 16 2024|acer nitro 16 2024
acer-travelmate-p4,Acer TravelMate P4,Acer,Laptop,2025,TravelMate P4|acer travelmate p4
acer-travelmate-p4-2024,Acer TravelMate P4 2024,Acer,Laptop,2024,TravelMate P4 2024|acer travelmate p4 2024
msi-stealth-16-ai-studio,MSI Stealth 16 AI Studio,MSI,Laptop,2025,Stealth 16 AI Studio|msi stealth 16 ai studio
msi-stealth-16-ai-studio-2024,MSI Stealth 16 AI Studio 2024,MSI,Laptop,2024,Stealth 16 AI Studio 2024|msi stealth 16 ai studio 2024
msi-stealth-14-ai-studio,MSI Stealth 14 AI Studio,MSI,Laptop,2025,Stealth 14 AI Studio|msi stealth 14 ai studio
msi-stealth-14-ai-studio-2024,MSI Stealth 14 AI Studio 2024,MSI,Laptop,2024,Stealth 14 AI Studio 2024|msi stealth 14 ai studio 2024
msi-raider-18-hx,MSI Raider 18 HX,MSI,Laptop,2025,Raider 18 HX|msi raider 18 hx
msi-raider-18-hx-2024,MSI Raider 18 HX 2024,MSI,Laptop,2024,Raider 18 HX 2024|msi raider 18 hx 2024
msi-vector-16-hx,MSI Vector 16 HX,MSI,Laptop,2025,Vector 16 HX|msi vector 16 hx
msi-vector-16-hx-2024,MSI Vector 16 HX 2024,MSI,Laptop,2024,Vector 16 HX 2024|msi vector 16 hx 2024
msi-katana-15,MSI Katana 15,MSI,Laptop,2025,Katana 15|msi katana 15
msi-katana-15-2024,MSI Katana 15 2024,MSI,Laptop,2024,Katana 15 2024|msi katana 15 2024
msi-cyborg-15,MSI Cyborg 15,MSI,Laptop,2025,Cyborg 15|msi cyborg 15
msi-cyborg-15-2024,MSI Cyborg 15 2024,MSI,Laptop,2024,Cyborg 15 2024|msi cyborg 15 2024
msi-prestige-14-ai-evo,MSI Prestige 14 AI Evo,MSI,Laptop,2025,Prestige 14 AI Evo|msi prestige 14 ai evo
msi-prestige-14-ai-evo-2024,MSI Prestige 14 AI Evo 2024,MSI,Laptop,2024,Prestige 14 AI Evo 2024|msi prestige 14 ai evo 2024
msi-modern-14,MSI Modern 14,MSI,Laptop,2025,Modern 14|msi modern 14
msi-modern-14-2024,MSI Modern 14 2024,MSI,Laptop,2024,Modern 14 2024|msi modern 14 2024
msi-creator-z17-hx-studio,MSI Creator Z17 HX Studio,MSI,Laptop,2025,Creator Z17 HX Studio|msi creator z17 hx studio
msi-creator-z17-hx-studio-2024,MSI Creator Z17 HX Studio 2024,MSI,Laptop,2024,Creator Z17 HX Studio 2024|msi creator z17 hx studio 2024
razer-blade-14,Razer Blade 14,Razer,Laptop,2025,Blade 14|razer blade 14
razer-blade-14-2024,Razer Blade 14 2024,Razer,Laptop,2024,Blade 14 2024|razer blade 14 2024
razer-blade-15,Razer Blade 15,Razer,Laptop,2025,Blade 15|razer blade 15
razer-blade-15-2024,Razer Blade 15 2024,Razer,Laptop,2024,Blade 15 2024|razer blade 15 2024
razer-blade-16,Razer Blade 16,Razer,Laptop,2025,Blade 16|razer blade 16
razer-blade-16-2024,Razer Blade 16 2024,Razer,Laptop,2024,Blade 16 2024|razer blade 16 2024
razer-blade-18,Razer Blade 18,Razer,Laptop,2025,Blade 18|razer blade 18
razer-blade-18-2024,Razer Blade 18 2024,Razer,Laptop,2024,Blade 18 2024|razer blade 18 2024
microsoft-surface-laptop-7-13-8,Microsoft Surface Laptop 7 13.8,Microsoft,Laptop,2025,Surface Laptop 7 13.8|microsoft surface laptop 7 13.8
microsoft-surface-laptop-7-13-8-2024,Microsoft Surface Laptop 7 13.8 2024,Microsoft,Laptop,2024,Surface Laptop 7 13.8 2024|microsoft surface laptop 7 13.8 2024
microsoft-surface-laptop-7-15,Microsoft Surface Laptop 7 15,Microsoft,Laptop,2025,Surface Laptop 7 15|microsoft surface laptop 7 15
microsoft-surface-laptop-7-15-2024,Microsoft Surface Laptop 7 15 2024,Microsoft,Laptop,2024,Surface Laptop 7 15 2024|microsoft surface laptop 7 15 2024
apple-airpods-1,Apple AirPods 1st generation,Apple,Tai nghe,2016,AirPods 1|AirPods Gen 1|AirPods first generation|AirPods 1st generation|apple airpods 1st generation
apple-airpods-3,Apple AirPods 3,Apple,Tai nghe,2021,AirPods 3|apple airpods 3
apple-airpods-4,Apple AirPods 4,Apple,Tai nghe,2025,AirPods 4|apple airpods 4
apple-airpods-4-anc,Apple AirPods 4 ANC,Apple,Tai nghe,2025,AirPods 4 ANC|apple airpods 4 anc
apple-airpods-pro-1,Apple AirPods Pro 1st generation,Apple,Tai nghe,2019,AirPods Pro 1|AirPods Pro Gen 1|AirPods Pro first generation|AirPods Pro 1st generation|apple airpods pro 1st generation
apple-airpods-pro-2,Apple AirPods Pro 2,Apple,Tai nghe,2025,AirPods Pro 2|apple airpods pro 2
apple-airpods-pro-3,Apple AirPods Pro 3,Apple,Tai nghe,2025,AirPods Pro 3|apple airpods pro 3
apple-airpods-max,Apple AirPods Max,Apple,Tai nghe,2020,AirPods Max|apple airpods max
apple-airpods-max-usb-c,Apple AirPods Max USB-C,Apple,Tai nghe,2025,AirPods Max USB-C|apple airpods max usb-c
samsung-galaxy-buds4-pro,Samsung Galaxy Buds4 Pro,Samsung,Tai nghe,2025,Galaxy Buds4 Pro|samsung galaxy buds4 pro
samsung-galaxy-buds4,Samsung Galaxy Buds4,Samsung,Tai nghe,2025,Galaxy Buds4|samsung galaxy buds4
samsung-galaxy-buds3-pro,Samsung Galaxy Buds3 Pro,Samsung,Tai nghe,2025,Galaxy Buds3 Pro|samsung galaxy buds3 pro
samsung-galaxy-buds3,Samsung Galaxy Buds3,Samsung,Tai nghe,2025,Galaxy Buds3|samsung galaxy buds3
samsung-galaxy-buds-fe,Samsung Galaxy Buds FE,Samsung,Tai nghe,2025,Galaxy Buds FE|samsung galaxy buds fe
sony-wh-1000xm6,Sony WH-1000XM6,Sony,Tai nghe,2025,WH-1000XM6|sony wh-1000xm6
sony-wf-1000xm6,Sony WF-1000XM6,Sony,Tai nghe,2025,WF-1000XM6|sony wf-1000xm6
sony-wh-1000xm5,Sony WH-1000XM5,Sony,Tai nghe,2025,WH-1000XM5|sony wh-1000xm5
sony-wf-1000xm5,Sony WF-1000XM5,Sony,Tai nghe,2025,WF-1000XM5|sony wf-1000xm5
sony-wf-1000xm4,Sony WF-1000XM4,Sony,Tai nghe,2021,WF-1000XM4|sony wf-1000xm4
sony-ult-wear-wh-ult900n,Sony ULT WEAR WH-ULT900N,Sony,Tai nghe,2025,ULT WEAR WH-ULT900N|sony ult wear wh-ult900n
sony-linkbuds-fit,Sony LinkBuds Fit,Sony,Tai nghe,2025,LinkBuds Fit|sony linkbuds fit
sony-linkbuds-open,Sony LinkBuds Open,Sony,Tai nghe,2025,LinkBuds Open|sony linkbuds open
bose-quietcomfort-ultra-headphones,Bose QuietComfort Ultra Headphones,Bose,Tai nghe,2025,QuietComfort Ultra Headphones|bose quietcomfort ultra headphones
bose-quietcomfort-headphones,Bose QuietComfort Headphones,Bose,Tai nghe,2025,QuietComfort Headphones|bose quietcomfort headphones
bose-quietcomfort-ultra-earbuds,Bose QuietComfort Ultra Earbuds,Bose,Tai nghe,2025,QuietComfort Ultra Earbuds|bose quietcomfort ultra earbuds
bose-quietcomfort-earbuds,Bose QuietComfort Earbuds,Bose,Tai nghe,2025,QuietComfort Earbuds|bose quietcomfort earbuds
sennheiser-momentum-4-wireless,Sennheiser Momentum 4 Wireless,Sennheiser,Tai nghe,2025,Momentum 4 Wireless|sennheiser momentum 4 wireless
sennheiser-momentum-true-wireless-4,Sennheiser Momentum True Wireless 4,Sennheiser,Tai nghe,2025,Momentum True Wireless 4|sennheiser momentum true wireless 4
sennheiser-accentum-plus-wireless,Sennheiser Accentum Plus Wireless,Sennheiser,Tai nghe,2025,Accentum Plus Wireless|sennheiser accentum plus wireless
sennheiser-accentum-wireless,Sennheiser Accentum Wireless,Sennheiser,Tai nghe,2025,Accentum Wireless|sennheiser accentum wireless
sennheiser-hd-660s2,Sennheiser HD 660S2,Sennheiser,Tai nghe,2025,HD 660S2|sennheiser hd 660s2
jbl-tour-pro-3,JBL Tour Pro 3,JBL,Tai nghe,2025,Tour Pro 3|jbl tour pro 3
jbl-live-beam-3,JBL Live Beam 3,JBL,Tai nghe,2025,Live Beam 3|jbl live beam 3
jbl-live-buds-3,JBL Live Buds 3,JBL,Tai nghe,2025,Live Buds 3|jbl live buds 3
jbl-tune-beam-2,JBL Tune Beam 2,JBL,Tai nghe,2025,Tune Beam 2|jbl tune beam 2
jbl-tune-770nc,JBL Tune 770NC,JBL,Tai nghe,2025,Tune 770NC|jbl tune 770nc
jbl-quantum-tws-air,JBL Quantum TWS Air,JBL,Tai nghe,2025,Quantum TWS Air|jbl quantum tws air
jabra-elite-10-gen-2,Jabra Elite 10 Gen 2,Jabra,Tai nghe,2025,Elite 10 Gen 2|jabra elite 10 gen 2
jabra-elite-8-active-gen-2,Jabra Elite 8 Active Gen 2,Jabra,Tai nghe,2025,Elite 8 Active Gen 2|jabra elite 8 active gen 2
jabra-elite-10,Jabra Elite 10,Jabra,Tai nghe,2025,Elite 10|jabra elite 10
jabra-elite-8-active,Jabra Elite 8 Active,Jabra,Tai nghe,2025,Elite 8 Active|jabra elite 8 active
jabra-elite-4-active,Jabra Elite 4 Active,Jabra,Tai nghe,2025,Elite 4 Active|jabra elite 4 active
nothing-ear,Nothing Ear,Nothing,Tai nghe,2025,nothing ear
nothing-ear-a,Nothing Ear (a),Nothing,Tai nghe,2025,Ear (a)|nothing ear (a)
nothing-ear-2,Nothing Ear (2),Nothing,Tai nghe,2025,Ear (2)|nothing ear (2)
nothing-cmf-buds-pro-2,Nothing CMF Buds Pro 2,Nothing,Tai nghe,2025,CMF Buds Pro 2|nothing cmf buds pro 2
nothing-cmf-buds-2-plus,Nothing CMF Buds 2 Plus,Nothing,Tai nghe,2025,CMF Buds 2 Plus|nothing cmf buds 2 plus
xiaomi-buds-5-pro,Xiaomi Buds 5 Pro,Xiaomi,Tai nghe,2025,Buds 5 Pro|xiaomi buds 5 pro
xiaomi-buds-5,Xiaomi Buds 5,Xiaomi,Tai nghe,2025,Buds 5|xiaomi buds 5
xiaomi-redmi-buds-6-pro,Xiaomi Redmi Buds 6 Pro,Xiaomi,Tai nghe,2025,Redmi Buds 6 Pro|xiaomi redmi buds 6 pro
xiaomi-redmi-buds-6,Xiaomi Redmi Buds 6,Xiaomi,Tai nghe,2025,Redmi Buds 6|xiaomi redmi buds 6
xiaomi-redmi-buds-5-pro,Xiaomi Redmi Buds 5 Pro,Xiaomi,Tai nghe,2025,Redmi Buds 5 Pro|xiaomi redmi buds 5 pro
anker-soundcore-liberty-4-pro,Anker Soundcore Liberty 4 Pro,Anker,Tai nghe,2025,Soundcore Liberty 4 Pro|anker soundcore liberty 4 pro
anker-soundcore-liberty-4-nc,Anker Soundcore Liberty 4 NC,Anker,Tai nghe,2025,Soundcore Liberty 4 NC|anker soundcore liberty 4 nc
anker-soundcore-space-one-pro,Anker Soundcore Space One Pro,Anker,Tai nghe,2025,Soundcore Space One Pro|anker soundcore space one pro
anker-soundcore-space-one,Anker Soundcore Space One,Anker,Tai nghe,2025,Soundcore Space One|anker soundcore space one
anker-soundcore-aerofit-pro,Anker Soundcore AeroFit Pro,Anker,Tai nghe,2025,Soundcore AeroFit Pro|anker soundcore aerofit pro
beats-studio-pro,Beats Studio Pro,Beats,Tai nghe,2025,Studio Pro|beats studio pro
beats-solo-4,Beats Solo 4,Beats,Tai nghe,2025,Solo 4|beats solo 4
beats-fit-pro,Beats Fit Pro,Beats,Tai nghe,2025,Fit Pro|beats fit pro
beats-studio-buds-plus,Beats Studio Buds +,Beats,Tai nghe,2025,Studio Buds +|beats studio buds +
beats-powerbeats-pro-2,Beats Powerbeats Pro 2,Beats,Tai nghe,2025,Powerbeats Pro 2|beats powerbeats pro 2
marshall-major-v,Marshall Major V,Marshall,Tai nghe,2025,Major V|marshall major v
marshall-monitor-iii-anc,Marshall Monitor III ANC,Marshall,Tai nghe,2025,Monitor III ANC|marshall monitor iii anc
marshall-motif-ii-anc,Marshall Motif II ANC,Marshall,Tai nghe,2025,Motif II ANC|marshall motif ii anc
marshall-minor-iv,Marshall Minor IV,Marshall,Tai nghe,2025,Minor IV|marshall minor iv
audio-technica-ath-m50xbt2,Audio-Technica ATH-M50xBT2,Audio-Technica,Tai nghe,2025,ATH-M50xBT2|audio-technica ath-m50xbt2
audio-technica-ath-twx9,Audio-Technica ATH-TWX9,Audio-Technica,Tai nghe,2025,ATH-TWX9|audio-technica ath-twx9
audio-technica-ath-cks50tw2,Audio-Technica ATH-CKS50TW2,Audio-Technica,Tai nghe,2025,ATH-CKS50TW2|audio-technica ath-cks50tw2
audio-technica-ath-s300bt,Audio-Technica ATH-S300BT,Audio-Technica,Tai nghe,2025,ATH-S300BT|audio-technica ath-s300bt
bowers-wilkins-px8,Bowers & Wilkins Px8,Bowers & Wilkins,Tai nghe,2025,Px8|bowers & wilkins px8
bowers-wilkins-px7-s3,Bowers & Wilkins Px7 S3,Bowers & Wilkins,Tai nghe,2025,Px7 S3|bowers & wilkins px7 s3
bowers-wilkins-pi8,Bowers & Wilkins Pi8,Bowers & Wilkins,Tai nghe,2025,Pi8|bowers & wilkins pi8
